,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/project/openlane/mgmt_core,mgmt_core,RUN_2021.11.23_18.34.59,flow_failed,0h37m57s,-1,25822.972972972973,1.48,12911.486486486487,19.45,1500.93,19109,1,1,0,0,0,0,-1,-1,-1,-1,-1,1923724,217319,0.0,-8.42,-1,0.0,-1,0.0,-468.66,-1,0.0,-1,1554608900.0,0.0,49.72,17.61,15.64,1.97,6.01,12826,27384,1841,15639,0,0,0,16357,0,0,0,0,0,0,0,4,4612,4656,17,850,16074,0,16924,32.25806451612903,31,30,DELAY 1,8,50,1,50,130,0.214,0,sky130_fd_sc_hd,0,4
